t,duality_gap,w2_mu,w2_nu,entropy_a,entropy_b,barycenter_x,barycenter_y
0,2.241643601604459,0.10512660597638881,0.1533416428649598,3.401196860133421,3.4011969627339065,0.5954066042965395,0.5428407732341826
250,0.16556189279653905,0.01552154161774522,0.005654764120197679,3.4011136447774204,3.400766390764517,0.6097149376949531,0.3804101742945254
500,0.19043123649437121,0.012959860656277246,0.011320240000957374,3.401004491104315,3.40001545861268,0.6122774167604832,0.3860813213222797
750,0.18906681401259878,0.008686212406061584,0.015423505993761655,3.4005876008278193,3.3991496825511813,0.6165553429368752,0.39018869468845013
1000,0.15826328734253364,0.0029148113759543044,0.017348316630944553,3.3995593836036475,3.398650229775953,0.6223325211451909,0.39211543206300753
1250,0.1651228175344478,0.003875529599321098,0.017244182240293084,3.397830398155633,3.3986787771276505,0.6286291587580793,0.39201119343372687
1500,0.18474041088556073,0.008835967099019803,0.014733491710314659,3.3960194794606,3.3993142088435024,0.6335945616606806,0.3894979897000146
1750,0.19155149455510243,0.013410003507619485,0.01100998937494888,3.3939996153475875,3.4000699171760926,0.6381731766843038,0.38577076013508393
2000,0.17395952802210565,0.016362497136378388,0.005860698925382049,3.39251721851079,3.400748115655717,0.6411286257621405,0.3806163152406227
2250,0.13921913744489117,0.017310535575874583,0.000574454212556183,3.3920114683203666,3.4010021752688226,0.6420776131890639,0.3746752210084523
2500,0.17200892516860844,0.016046463051358924,0.005933151479070985,3.3926825971922816,3.4007463852676327,0.6408122753266856,0.3693111596806095
2750,0.1853163401462145,0.013028445277011792,0.010612932698746752,3.394180959466632,3.400146221222203,0.6377912365135251,0.3646266939952486
3000,0.17508399251512197,0.008341800172096346,0.014021813393229538,3.3962175915412853,3.3994876567546366,0.6330999000721685,0.36121440100777846
3250,0.1561537481353763,0.0036729662939689652,0.01632673300443618,3.397895961143855,3.398936490271754,0.6284263926866557,0.3589071741697335
3500,0.154813714991212,0.0032646046075830203,0.016567758051944482,3.399636909567601,3.3988739171900044,0.6219823777701873,0.35866590785591135
3750,0.17498744815145087,0.008057122487576247,0.014294435100336119,3.4005014727350145,3.3994269223637117,0.6171850625749988,0.3609415064060699
4000,0.18407503117320936,0.012542539172668756,0.010943830345085677,3.400976708146699,3.4000904768905964,0.6126951559833146,0.36429546512003425
4250,0.16888906613048277,0.015447665057089907,0.006142357075954066,3.4011120128296013,3.4007270591661283,0.609787122064975,0.36910174466871465
4500,0.12972780181772692,0.016444059263445766,0.00025569998854287003,3.4011271508068126,3.4010028825396312,0.6087897304670212,0.37499429430576287
4750,0.17101493681042276,0.01563904938799561,0.0062164408462058824,3.401116160318873,3.4007149438120448,0.6095955461581625,0.3809724132594654
5000,0.19439700139332425,0.012836215509697609,0.01193911003929379,3.400996551303479,3.399902209314465,0.6124011856759786,0.38670081085014396
5250,0.18339789822197194,0.007935793233954538,0.01546601930651418,3.400484131077296,3.3991392951856683,0.6173065132793248,0.39023125055707136
5500,0.14724459078243596,0.001822011622587724,0.017065156651368943,3.3993045441777703,3.3987274468763466,0.6234264147922044,0.3918319886400089
5750,0.16816941446661754,0.004820857043891152,0.016679298587627733,3.3975157266298286,3.3988305908275236,0.6295754324763676,0.39144574433195967
5999,0.187635644250927,0.010069016331811023,0.013861984744023437,3.395508055144961,3.399511064722365,0.6348288451769881,0.3886256103543778
