t,duality_gap,w2_mu,w2_nu,entropy_a,entropy_b,barycenter_x,barycenter_y
0,1.9772015682011541,0.10512660597638881,0.12935588966492326,3.401196860133421,3.401196962625719,0.5954066042965395,0.5435054709590552
250,0.198150107527366,0.022166378581851283,0.0028395678738838085,3.4009184186012,3.3995259639681126,0.6030616831012499,0.3721695534578292
500,0.24514324242772342,0.018832340215601,0.012055876827029351,3.401112325164743,3.394461674554153,0.6063990588432421,0.3870419641467077
750,0.22123611170542007,0.006685815192220374,0.021225633034813902,3.4003052581674433,3.3895716103526836,0.6185577425503299,0.3962122565135075
1000,0.23347310211946987,0.009054495246266623,0.02038425492710599,3.3959436103174645,3.390076659118455,0.6338133085548212,0.3953708292101124
1250,0.23829248738229017,0.020128151139295326,0.009902550320416138,3.3904354628600077,3.39541425637647,0.6448980491884841,0.3848885117343025
1500,0.21528560831952703,0.0218134479015719,0.0053299448820124575,3.3894240124418413,3.400028846476899,0.6465850329345064,0.36967433189456556
1750,0.2488098385976302,0.013309579310823803,0.018012907048752653,3.3940604064154587,3.4010423234862817,0.6380726519627865,0.35697142213808286
2000,0.1910700024789579,0.0019234249714057345,0.02219273502914995,3.399342366895292,3.4008090355104805,0.6233248999285227,0.35279134976160764
2250,0.2524609996137954,0.015886443736139413,0.015889982434770855,3.401134519600521,3.4010531489163336,0.609347904168029,0.35909447088024693
2500,0.19407653240004097,0.022450330389376966,0.0020476754156649873,3.400893610749471,3.399345178273016,0.6027774470576807,0.372962986392314
2750,0.24911315715366378,0.01853959047348188,0.012845112805758169,3.4011207876314504,3.394093913517587,0.6066921016281464,0.38783124627235444
3000,0.21864672542471159,0.005951292382203003,0.021637193753704285,3.4001804719006663,3.3893204100953347,0.6192930006184153,0.39662384129650446
3250,0.23883327476104055,0.009882004216148915,0.020225948456350274,3.395600150379966,3.39017040989582,0.6346416458620109,0.39521251348311925
3500,0.23726424977420396,0.020655561259919786,0.009246120942389264,3.3901238603813773,3.3956898629621817,0.6454259872471669,0.38423204397460853
3750,0.22188640532542958,0.02179422820642121,0.006172644130614998,3.389435805877647,3.4001764467956805,0.6465657940004216,0.3688299933347429
4000,0.24937576890235102,0.012750793050430037,0.018642957103584205,3.3943243043298548,3.401025164296556,0.6375133063567867,0.35634133524399286
4250,0.19872705738381224,0.0027592936433817315,0.022313154473934275,3.3995376830855317,3.400798142306229,0.6224881945511694,0.3526709232758539
4500,0.2546086292580529,0.016600873225471022,0.01544344108326366,3.4011419749930694,3.4010462035097824,0.6086327595340632,0.3595411618086803
4750,0.18968744326493528,0.0227070062296507,0.0012436705394032938,3.4008700646970733,3.39915132181564,0.6025205142846338,0.3737685553072491
5000,0.25278455350938234,0.018218202805214048,0.013625701086584846,3.4011284872353165,3.3937203519194594,0.6070138110057918,0.38861188019446447
5250,0.2157254267492072,0.0052002631896841175,0.02202378978834653,3.4000439333168226,3.3890819598874407,0.6200447815919078,0.3970104599355587
5500,0.24392669979870063,0.010705757014514672,0.020038060196211883,3.39524732954581,3.3902811554745718,0.6354662232377524,0.39502461423708507
5750,0.23589698805423254,0.0211610338781669,0.008569274206026378,3.3898210057099494,3.3959668118356885,0.6459319658440107,0.3835551576627682
5999,0.22793044731482903,0.021764744473603877,0.0069561384860000125,3.3894538858533054,3.4003034384506976,0.6465362807543585,0.36804497484000476
