t,duality_gap,w2_mu,w2_nu,entropy_a,entropy_b,barycenter_x,barycenter_y
0,0.018882758169843947,0.006984259682098225,0.009600213475797719,3.401197381527049,3.401197381579845,0.6238920662504556,0.37688770418301354
250,2.6349014947094074e-05,0.00023642241095707612,0.0002501992973221483,3.4011973806582128,3.401197380977285,0.6249969058699499,0.37500019949681895
500,3.3414718167937285e-05,0.0002361725305365893,0.00025133175781400944,3.4011973806701064,3.401197380963386,0.624997156251134,0.37500133309090494
750,3.612395680192837e-05,0.00023555448428624968,0.000252288739525073,3.4011973806952156,3.4011973809356126,0.6249977755359555,0.37500229103055577
1000,3.381270468889863e-05,0.0002346397839339554,0.00025291573880527844,3.4011973807211144,3.401197380909454,0.6249986920693765,0.3750029186574627
1250,2.684372684921832e-05,0.00023351652918226029,0.0002531698679575481,3.401197380734533,3.4011973808970577,0.6249998175751426,0.3750031730409987
1500,3.0453232902960536e-05,0.00023408766321579398,0.0002530488987159799,3.4011973807302405,3.401197380903088,0.6250007547034462,0.3750030519506668
1750,3.519242318945903e-05,0.00023513895236265065,0.0002525883625627187,3.401197380708641,3.401197380923899,0.6250018080993824,0.37500259095351623
2000,3.54407367720716e-05,0.00023595480973298135,0.00025180269586042806,3.401197380679645,3.401197380951553,0.6250026255917358,0.37500180450036075
2250,3.095314373416369e-05,0.00023641950955757458,0.0002507771422252108,3.4011973806583486,3.4011973809727625,0.6250030912228215,0.37500077792014547
2500,2.7219891245627847e-05,0.00023652504570482652,0.00025020531042610017,3.401197380653029,3.4011973809772655,0.6250031969704636,0.3749997944840579
2750,3.322638762705277e-05,0.0002362655989421062,0.0002512150783905612,3.4011973806657863,3.401197380965769,0.6250029370037682,0.37499878370531486
3000,3.5502201601589345e-05,0.00023565730364615394,0.00025210817546955227,3.401197380691457,3.401197380941979,0.6250023274894451,0.37499788971424475
3250,3.500268264650108e-05,0.00023483759625540502,0.00025286632677891645,3.4011973807166482,3.401197380911747,0.6250015061393558,0.37499713080402514
3500,2.738066548053919e-05,0.00023359751417197653,0.00025315585203313813,3.4011973807342417,3.401197380897769,0.625000263572141,0.3749968409889558
3750,3.0174332888627253e-05,0.0002340104517079149,0.00025309135994752626,3.401197380731128,3.401197380901,0.6249993226627908,0.37499690554559806
4000,3.517531279649544e-05,0.00023504113388158292,0.0002526841423898653,3.4011973807114058,3.401197380919853,0.6249982899151196,0.3749973131707809
4250,3.5993328989861184e-05,0.00023588034389358236,0.0002519462412564314,3.401197380682743,3.4011973809472407,0.6249974490233221,0.37499805181055423
4500,3.162367543434186e-05,0.00023636749915878773,0.00025091293737066763,3.4011973806609133,3.401197380970923,0.6249969608917928,0.3749990861487782
4750,2.7941598243791388e-05,0.00023648163921078898,0.0002503388835604412,3.4011973806552476,3.4011973809766824,0.6249968465230029,0.37500033922278325
4999,3.452224033108353e-05,0.00023614876311066037,0.00025149385088524707,3.401197380671186,3.4011973809597147,0.6249971800661902,0.3750014953462315
