t,duality_gap,w2_mu,w2_nu,entropy_a,entropy_b,barycenter_x,barycenter_y
0,0.017521823112386717,0.005066842034627104,0.010384247220287208,3.4011973815930423,3.4011973815588425,0.6240531401328262,0.37645924739907605
250,1.9909457411954046e-05,0.00020003658412132957,2.452003037389794e-06,3.4011973811514897,3.401197380845002,0.6249999633208607,0.3749975479969627
500,2.4558923658477005e-05,0.00020077618958997138,2.2919006036070666e-06,3.401197381146658,3.4011973808510776,0.6249992220351464,0.3749977080993963
750,2.613985694670251e-05,0.0002014269200715598,1.8373084446632326e-06,3.4011973811351353,3.4011973808660936,0.6249985698263264,0.3749981626915552
1000,2.5604774361087657e-05,0.00020195808567386088,1.2380508098708276e-06,3.4011973811206855,3.4011973808808365,0.6249980374540148,0.37499876194919013
1250,2.2883244727170404e-05,0.00020231423787581354,5.408982922117112e-07,3.401197381108457,3.401197380890757,0.6249976804927014,0.37499945910170784
1500,2.0731714514721222e-05,0.0002023681888568998,2.1788346790674318e-07,3.4011973811064267,3.4011973808927163,0.6249976264191536,0.37500021788346777
1750,2.6775891856470335e-05,0.00020216975407863274,1.1722912207912106e-06,3.401197381113663,3.401197380882101,0.6249978253047386,0.3750011722912208
2000,2.707424185195706e-05,0.000201592671289685,1.7879787837238315e-06,3.401197381131113,3.4011973808675195,0.6249984036985523,0.3750017879787837
2250,2.5143784508130373e-05,0.0002008940748449146,2.2468551416077176e-06,3.4011973811450757,3.4011973808527065,0.6249991038820781,0.3750022468551416
2500,1.9417540332120065e-05,0.00020001989439399502,2.4072517048889797e-06,3.4011973811514973,3.4011973808467353,0.6250000199408368,0.3750024072517047
2750,2.4317672105853005e-05,0.00020077232082229047,2.2660352761161295e-06,3.401197381146714,3.4011973808520146,0.6250007736737372,0.37500226603527625
3000,2.69181737081875e-05,0.00020149816433384743,1.8639941499198898e-06,3.4011973811334855,3.401197380865299,0.6250015007775638,0.3750018639941498
3250,2.6947036115221312e-05,0.00020210194384698505,1.2627740678394783e-06,3.401197381116035,3.401197380880338,0.6250021056054463,0.3750012627740679
3500,2.4985938971322508e-05,0.0002024885892709316,6.303201509350043e-07,3.4011973811017877,3.4011973808899176,0.6250024929222207,0.375000630320151
3750,2.2021328212010194e-05,0.00020260761229514543,1.4051411681426096e-07,3.401197381096919,3.4011973808929383,0.62500261215191,0.3749998594858832
4000,2.593990946227198e-05,0.0002023846627573282,8.536734282249547e-07,3.401197381105853,3.401197380887268,0.6250023888152545,0.3749991463265717
4250,2.8562679259089285e-05,0.00020195047936641042,1.616456936123778e-06,3.401197381120963,3.401197380872196,0.6250019538779714,0.3749983835430639
4500,2.6768439221766527e-05,0.00020122773367405706,2.116177559879917e-06,3.4011973811394025,3.401197380857274,0.6250012298773429,0.3749978838224401
4750,2.3630331805329918e-05,0.0002005057042425694,2.447197256769118e-06,3.401197381149449,3.401197380845189,0.6250005065942188,0.37499755280274316
4999,2.3492182223860958e-05,0.0002004765472780235,2.4588809678788293e-06,3.401197381149675,3.4011973808447316,0.6249995223581899,0.374997541119032
