t,duality_gap,w2_mu,w2_nu,entropy_a,entropy_b,barycenter_x,barycenter_y
0,0.011692088895861211,0.006984259682098225,0.0061167455807306865,3.401197381527049,3.4011973815798475,0.6238920662504556,0.37620827819999847
250,3.0247843052805257e-05,0.00023560975913561647,0.0002514960491496784,3.4011973808001152,3.4011973811156504,0.6249977201084813,0.3750015010888631
500,2.7121985716638264e-05,0.00023410070766037493,0.00025261517256719944,3.4011973808369778,3.401197381078668,0.6249992319821172,0.3750026222303318
750,2.888677372622772e-05,0.00023444376408277863,0.0002524919980938699,3.4011973808318015,3.4011973810837235,0.6250011120129707,0.3750024988337451
1000,2.9233256410812758e-05,0.00023579591541944542,0.0002511826274459826,3.401197380793001,3.4011973811224037,0.6250024670550675,0.37500118710198405
1250,2.6747593996651053e-05,0.00023598026831383645,0.00025068778777665444,3.4011973807854354,3.401197381129851,0.625002651802089,0.37499930835283957
1500,3.0570928326478786e-05,0.00023490685580358957,0.0002522379939451704,3.40119738082182,3.401197381093348,0.625001576094734,0.3749977547286932
1750,2.3884438069582403e-05,0.00023358476653326541,0.00025272608935223274,3.4011973808411917,3.4011973810738603,0.6249997488881344,0.3749972655571071
2000,3.1096149283885155e-05,0.00023529300733081252,0.0002519178997208176,3.4011973808108844,3.40119738110405,0.6249980374526611,0.37499807552867837
2250,2.3537242217264165e-05,0.00023607326724071502,0.0002501951157073464,3.401197380781451,3.4011973811333647,0.6249972557335441,0.3749998021111786
2500,3.0791645616382035e-05,0.00023555272591206484,0.0002516209391476386,3.401197380802173,3.4011973811125205,0.6249977772483661,0.3750016262040681
2750,2.6592791552912387e-05,0.0002339763003536664,0.00025267355798118786,3.401197380838385,3.4011973810761873,0.6249993566220845,0.37500268072102894
3000,2.9662269974625732e-05,0.00023457649310343684,0.00025245598727955873,3.4011973808292932,3.4011973810851557,0.6250012450257526,0.3750024627579944
3250,2.894912077944234e-05,0.00023587390887384773,0.000251069154914439,3.401197380789867,3.4011973811244594,0.6250025452152635,0.37500107342483396
3500,2.773495917075819e-05,0.00023596633508638003,0.00025082486919419624,3.401197380786026,3.4011973811281804,0.6250026378390738,0.3749991709691776
3750,3.0540424247813e-05,0.00023480743833741968,0.00025233360014811733,3.401197380824254,3.4011973810898324,0.6250014764647236,0.3749976589116924
4000,2.5058101387170906e-05,0.00023372260568746222,0.00025273468138787034,3.401197380840484,3.4011973810734837,0.6249996107911994,0.37499725694612734
4250,3.132109924261495e-05,0.00023540378097912224,0.0002518352199503284,3.4011973808073015,3.4011973811065452,0.6249979264718489,0.37499815839074574
4500,2.270464395578986e-05,0.0002361042535120527,0.0002500602939664275,3.4011973807800797,3.401197381133646,0.6249972246893238,0.3749999372301818
4750,3.12670460932557e-05,0.00023548903397354514,0.00025174395343491285,3.40119738080441,3.4011973811091925,0.6249978410594182,0.3750017494401799
4999,2.6036308294813404e-05,0.00023385570013107287,0.00025272473106021916,3.401197380839511,3.4011973810739673,0.6249994774478485,0.37500273198638545
