t,duality_gap,w2_mu,w2_nu,entropy_a,entropy_b,barycenter_x,barycenter_y
0,10.549057784504878,5.631064400059786,5.677111604923127,3.3998475377576485,3.4010819246885413,-0.29977504047980885,0.7551307379706786
200,1.9095836023552692e-14,5.664787054882539,5.690813696643123,3.4008915646342475,3.3976406389951563,0.0,1.5057399771478686e-15
400,1.1102230246251565e-14,5.664787054882538,5.690813696643123,3.4008915646342475,3.3976406389951563,0.0,6.175615574477433e-16
600,8.215650382226158e-15,5.664787054882538,5.690813696643123,3.4008915646342475,3.3976406389951563,0.0,3.95516952522712e-16
800,8.215650382226158e-15,5.664787054882538,5.690813696643123,3.4008915646342475,3.3976406389951563,0.0,3.95516952522712e-16
1000,8.215650382226158e-15,5.664787054882538,5.690813696643123,3.4008915646342475,3.3976406389951563,0.0,3.95516952522712e-16
1200,8.215650382226158e-15,5.664787054882538,5.690813696643123,3.4008915646342475,3.3976406389951563,0.0,3.95516952522712e-16
1400,8.215650382226158e-15,5.664787054882538,5.690813696643123,3.4008915646342475,3.3976406389951563,0.0,3.95516952522712e-16
1600,8.215650382226158e-15,5.664787054882538,5.690813696643123,3.4008915646342475,3.3976406389951563,0.0,3.95516952522712e-16
1800,8.215650382226158e-15,5.664787054882538,5.690813696643123,3.4008915646342475,3.3976406389951563,0.0,3.95516952522712e-16
2000,8.215650382226158e-15,5.664787054882538,5.690813696643123,3.4008915646342475,3.3976406389951563,0.0,3.95516952522712e-16
2200,8.215650382226158e-15,5.664787054882538,5.690813696643123,3.4008915646342475,3.3976406389951563,0.0,3.95516952522712e-16
2400,8.215650382226158e-15,5.664787054882538,5.690813696643123,3.4008915646342475,3.3976406389951563,0.0,3.95516952522712e-16
2600,8.215650382226158e-15,5.664787054882538,5.690813696643123,3.4008915646342475,3.3976406389951563,0.0,3.95516952522712e-16
2800,8.215650382226158e-15,5.664787054882538,5.690813696643123,3.4008915646342475,3.3976406389951563,0.0,3.95516952522712e-16
2999,8.215650382226158e-15,5.664787054882538,5.690813696643123,3.4008915646342475,3.3976406389951563,0.0,3.95516952522712e-16
