t,duality_gap,tv_to_ne_a,tv_to_ne_b,entropy_a,entropy_b
0,0.414256953694511,0.41526394309469994,0.4354460408710553,1.5355369740538065,1.377567551638504
50,0.07953099156590733,0.031034272604495775,0.11683847712962858,1.9432753456463605,1.9124323117491258
100,0.1404619286555729,0.1037145883794147,0.11392926130830391,1.9119184255547954,1.9118748430885666
150,0.09316379497284658,0.05420364949426071,0.08928909582673361,1.9371674838888366,1.9254233657086055
200,0.06721462885128625,0.04212018372130102,0.07049282394549868,1.9413220639898303,1.9326168636856806
250,0.08364406941709096,0.04945544652481932,0.08625536357188848,1.939179828702965,1.923066913856998
300,0.04911062250993508,0.035183228895256546,0.06434936714415748,1.9426362429714024,1.9349635363068003
350,0.058769316207249754,0.035730871120502744,0.06503863651952299,1.9424659807553726,1.9345016398304244
400,0.05130670872529169,0.03700329472547891,0.06872945141619448,1.9414706182237758,1.9299301935931417
450,0.03401983003782525,0.044565060788860605,0.03320203671390054,1.939817240299665,1.9435230436196713
500,0.05301854667808501,0.050095907883572356,0.06019520274964047,1.937774069331354,1.9366117880318976
550,0.060684959688755105,0.0373148221765664,0.06381350540519728,1.941593107639365,1.9350063643942474
600,0.05357241796629182,0.05639721839445742,0.03181511269289482,1.9377577704750863,1.9433122446208368
650,0.06350685267701409,0.027459038731955085,0.07694167701166137,1.9437995892791915,1.9270191960092067
700,0.04282052078863312,0.053793789734805725,0.04689802654615759,1.9378639799340684,1.939473211076561
750,0.06267852009798212,0.0751292217829789,0.06432842261777172,1.932054803707385,1.9365224457160286
800,0.05443618315659677,0.05083516070842757,0.04723633189489362,1.936979016550522,1.9370339579132763
850,0.06192332267673142,0.07726287422914963,0.05390128018728533,1.929308325057749,1.9389900468022545
900,0.03251353389590779,0.058329126352751746,0.03913950927075528,1.9367181672353158,1.9403872010299832
950,0.06709683286914714,0.0740607596249732,0.04875219690591824,1.929235352770553,1.9408770884170097
1000,0.05809064078274208,0.0464599378994245,0.05257228467903116,1.940352993941063,1.938381133311453
1050,0.07273315382058429,0.058086262687751945,0.053592792450381316,1.9362173828809535,1.9375385067104998
1100,0.06088740616318705,0.05828564790506958,0.06335082103612294,1.9358624549901036,1.9346726780767285
1150,0.10505686717428195,0.0934540658771442,0.07711749544350685,1.9253518811076362,1.9299281769294394
1200,0.05225664139874377,0.04123863132485088,0.05907145299223416,1.9403342993502204,1.9338725297623949
1250,0.0929025407716107,0.04048006287418851,0.13128338663841865,1.9412455922423175,1.9007709345673243
1300,0.08076420729753994,0.06660437962458905,0.08134874402304526,1.9333423712822961,1.924406176177231
1350,0.07862915959615166,0.06297665453316698,0.05822320773674766,1.936270889123734,1.9361503464026004
