t,duality_gap,w2_mu,w2_nu,entropy_a,entropy_b,barycenter_x,barycenter_y
0,8.45203268475394,2.658356651151515,8.10452904101458,3.0542689292117573,3.117970575332436,-0.3833872561681419,-0.039353043660001565
100,0.0012470798061974164,0.038205020006030176,0.05622230949220067,0.7222092343252803,1.0889954871792742,-0.0011976737906249889,-0.0002171317399312418
200,-0.0006274045836025918,0.0009438995512622893,0.0008078676768113241,0.693164701950761,1.0771975184454519,-6.471685245460063e-07,1.556043689960002e-08
300,-0.0006280707145035389,2.0945454100689963e-05,1.5282910409797274e-05,0.6931328854171416,1.0771921572612613,-2.895600585637208e-10,3.4041484906567685e-11
400,-0.0006280710094566524,5.631732903451637e-07,3.483599531309097e-07,0.6931328633875733,1.0771921542156702,-1.9574782505719048e-13,1.13958774509081e-14
500,-0.000628071009621688,8.574696692358095e-08,2.6058076119189296e-07,0.6931328633677363,1.0771921542146714,-3.530211323490492e-15,-1.0756315809137616e-14
600,-0.0006280710096192366,2.738085856592358e-07,8.386725205869849e-08,0.693132863367794,1.0771921542146219,4.130261217496078e-15,1.9486744507304033e-15
700,-0.0006280710096192366,2.738085856592358e-07,8.386725205869849e-08,0.693132863367794,1.0771921542146219,4.130261217496078e-15,1.9486744507304033e-15
800,-0.0006280710096192366,2.738085856592358e-07,8.386725205869849e-08,0.693132863367794,1.0771921542146219,4.130261217496078e-15,1.9486744507304033e-15
900,-0.000628071009621688,8.574696692358095e-08,2.6058076119189296e-07,0.6931328633677363,1.0771921542146714,-3.530211323490492e-15,-1.0756315809137616e-14
1000,-0.000628071009621688,8.574696692358095e-08,2.6058076119189296e-07,0.6931328633677363,1.0771921542146714,-3.530211323490492e-15,-1.0756315809137616e-14
1100,-0.0006280710096192366,2.738085856592358e-07,8.386725205869849e-08,0.693132863367794,1.0771921542146219,4.130261217496078e-15,1.9486744507304033e-15
1200,-0.0006280710096192366,2.738085856592358e-07,8.386725205869849e-08,0.693132863367794,1.0771921542146219,4.130261217496078e-15,1.9486744507304033e-15
1300,-0.0006280710096192366,2.738085856592358e-07,8.386725205869849e-08,0.693132863367794,1.0771921542146219,4.130261217496078e-15,1.9486744507304033e-15
1400,-0.0006280710096192366,2.7380858565923573e-07,8.386725205869864e-08,0.693132863367794,1.0771921542146219,4.130261217496081e-15,1.9486744507304167e-15
1500,-0.0006280710096192366,2.738085856592358e-07,8.386725205869849e-08,0.693132863367794,1.0771921542146219,4.130261217496078e-15,1.9486744507304033e-15
1600,-0.000628071009621688,8.574696692358095e-08,2.6058076119189296e-07,0.6931328633677363,1.0771921542146714,-3.530211323490492e-15,-1.0756315809137616e-14
1700,-0.000628071009621688,8.574696692358076e-08,2.60580761191893e-07,0.6931328633677363,1.0771921542146714,-3.5302113234904697e-15,-1.0756315809137621e-14
1800,-0.0006280710096192366,2.738085856592358e-07,8.386725205869849e-08,0.693132863367794,1.0771921542146219,4.130261217496078e-15,1.9486744507304033e-15
1900,-0.0006280710096192366,2.738085856592358e-07,8.386725205869849e-08,0.693132863367794,1.0771921542146219,4.130261217496078e-15,1.9486744507304033e-15
1999,-0.000628071009642089,9.080521744617273e-08,9.619866248399647e-08,0.6931328633677349,1.0771921542146219,3.796675987945646e-16,-3.880425183811074e-15
