t,duality_gap,w2_mu,w2_nu,entropy_a,entropy_b,barycenter_x,barycenter_y
0,3.4918277364285606,3.304129304958858,2.7859173545079847,3.076227623979301,3.0917918139149823,1.0474381890995366,-0.2772308487487184
100,-0.0006277678186498327,5.5760535812663615e-05,0.0007924388967591252,0.6789940379533148,5.324163945338005e-05,-1.3682303820858891e-09,5.322038179814317e-07
200,-0.0006280710096407579,9.017612729628104e-08,1.062610120477452e-07,0.6789937333981682,2.4818041376744706e-12,-3.3123953433333294e-15,1.2641704382175684e-14
300,-0.0006280710096442274,9.017612729628107e-08,6.450454853106406e-08,0.6789937333981682,1.0178337716119374e-12,-3.3123953433332852e-15,1.0501958393331762e-15
400,-0.0006280710096443895,6.72185148607393e-08,8.715505700309568e-08,0.6789937333981644,1.0293800910680388e-12,-1.8492366448759586e-15,2.008032780712854e-15
500,-0.0006280710096442274,9.017612729628107e-08,6.450454853106406e-08,0.6789937333981682,1.0178337716119374e-12,-3.3123953433332852e-15,1.0501958393331762e-15
600,-0.0006280710096443895,6.72185148607393e-08,8.715505700309568e-08,0.6789937333981644,1.0293800910680388e-12,-1.8492366448759586e-15,2.008032780712854e-15
700,-0.0006280710096443895,6.72185148607393e-08,8.715505700309568e-08,0.6789937333981644,1.0293800910680388e-12,-1.8492366448759586e-15,2.008032780712854e-15
800,-0.0006280710096443895,6.72185148607393e-08,8.715505700309568e-08,0.6789937333981644,1.0293800910680388e-12,-1.8492366448759586e-15,2.008032780712854e-15
900,-0.0006280710096443895,6.72185148607393e-08,8.715505700309568e-08,0.6789937333981644,1.0293800910680388e-12,-1.8492366448759586e-15,2.008032780712854e-15
1000,-0.0006280710096443895,6.72185148607393e-08,8.715505700309568e-08,0.6789937333981644,1.0293800910680388e-12,-1.8492366448759586e-15,2.008032780712854e-15
1100,-0.0006280710096442274,8.962564536117442e-08,6.450454853106406e-08,0.6789937333981682,1.0178337716119374e-12,-3.3123953433332852e-15,1.0501958393331762e-15
1200,-0.0006280710096443895,6.72185148607393e-08,8.715505700309568e-08,0.6789937333981644,1.0293800910680388e-12,-1.8492366448759586e-15,2.008032780712854e-15
1300,-0.0006280710096443895,6.72185148607393e-08,8.715505700309568e-08,0.6789937333981644,1.0293800910680388e-12,-1.8492366448759586e-15,2.008032780712854e-15
1400,-0.0006280710096442274,8.962564536117442e-08,6.450454853106406e-08,0.6789937333981682,1.0178337716119374e-12,-3.3123953433332852e-15,1.0501958393331762e-15
1500,-0.0006280710096442274,9.017612729628107e-08,6.450454853106406e-08,0.6789937333981682,1.0178337716119374e-12,-3.3123953433332852e-15,1.0501958393331762e-15
1600,-0.0006280710096442274,9.017612729628107e-08,6.450454853106406e-08,0.6789937333981682,1.0178337716119374e-12,-3.3123953433332852e-15,1.0501958393331762e-15
1700,-0.0006280710096443895,6.72185148607393e-08,8.715505700309568e-08,0.6789937333981644,1.0293800910680388e-12,-1.8492366448759586e-15,2.008032780712854e-15
1800,-0.0006280710096443895,6.72185148607393e-08,8.715505700309568e-08,0.6789937333981644,1.0293800910680388e-12,-1.8492366448759586e-15,2.008032780712854e-15
1900,-0.0006280710096442274,8.962564536117442e-08,6.450454853106406e-08,0.6789937333981682,1.0178337716119374e-12,-3.3123953433332852e-15,1.0501958393331762e-15
1999,-0.0006280710096030739,2.5237292329696286e-07,2.4764396166473386e-07,0.6789937333981682,1.0289360018581887e-12,-9.273217593223015e-15,5.272891371106943e-15
