t,duality_gap,tv_to_ne_a,tv_to_ne_b,entropy_a,entropy_b
0,0.5059900138344562,0.46221221609761,0.4555025458222808,0.6150862243865622,0.6317280237564118
50,0.27969059541316843,0.15072619771011128,0.34310330584750903,1.0329643429855024,0.8516149363468247
100,0.10282018931828502,0.10012749936219165,0.06907962750732788,1.0768766384944517,1.0872602158804838
150,0.09091416231002314,0.0817882278054533,0.05552822936018173,1.0839882557513956,1.0895688932382268
200,0.15514524603324004,0.11672458194862152,0.22527001011723938,1.0622617151513023,0.9427845048717237
250,0.1014626967757096,0.04805780874889226,0.15272792416612732,1.0926642250550431,1.0448126054562603
300,0.08120091304445554,0.059049678735943995,0.07144262367850301,1.0905069216546042,1.0874075422300207
350,0.3373077469316432,0.3351544189021161,0.17563502120985042,0.8650302890274495,1.0089784196089249
400,0.19118619272065795,0.2031914402370959,0.12889552756054468,1.0035808245891054,1.047905874756032
450,0.10607940670844775,0.038670576195451306,0.14705525379473527,1.095146508309059,1.0447128769448575
500,0.17126960557437187,0.12351467025636165,0.18157382922397672,1.061426109930634,1.0115258749786196
550,0.10910450042861983,0.08800887614395309,0.13376470922841843,1.0770940993363713,1.0529995010254085
600,0.18466704884351323,0.23147091894384514,0.06744667157227655,0.9825211179727211,1.0878575650552436
650,0.07362093813973465,0.1044462046741729,0.06212331820444131,1.0659727908833412,1.0893163104329555
700,0.28737709548205115,0.1802975303593072,0.2614030019423822,1.0134858593813936,0.9557584778705297
750,0.1200933295312478,0.11963208835825535,0.11334364964076431,1.0617179719146626,1.0664936849940316
800,0.26675787023612163,0.18300330511509322,0.2849291960191428,1.0120526245746406,0.9194501043599999
850,0.06909292829308719,0.029879312188459822,0.08116464359322836,1.0964677509002065,1.083786465118961
900,0.1663803545686774,0.09839849388417846,0.24907351164578534,1.0776888362614545,0.9126406569020031
950,0.14544212977773435,0.06490943986177708,0.18508028583530114,1.0866345253246101,1.0198210826544292
1000,0.3520853016547927,0.34557388630996433,0.26550383527568155,0.8474085634435018,0.9346812667412601
1050,0.17432662670007076,0.13091134299627238,0.1378437372761621,1.0541028164491522,1.0423402754439042
1100,0.13825563662220175,0.027441434007672155,0.1698497513624479,1.0967385191773809,1.0302300173269563
1150,0.3390885802052107,0.3376930925989027,0.14543881912765746,0.8316656451297646,1.0422299725860595
1200,0.194605483405893,0.14093094927000702,0.10791518054270487,1.0377956360568623,1.0663270687441464
1250,0.13563676681042014,0.07978347821916967,0.1568886893442576,1.079860265238722,1.0444085074751972
1300,0.07285444377660731,0.07045728462128695,0.06471871681503558,1.0863478196451568,1.088754700275674
1350,0.17371406789268123,0.1340179471716548,0.13780171087497706,1.0495031130158607,1.055364009367213
1400,0.0418791233693781,0.02235392532169736,0.04658290767495296,1.0973563198685468,1.093518197459777
1450,0.321230574794211,0.33100040702167455,0.19584856550412544,0.8370346157682107,0.985035791714199
1500,0.16025542088222183,0.16860162883145557,0.10384028823223734,1.0228512510402559,1.070331412075178
1550,0.34515336126625495,0.295227332569299,0.263215171098207,0.9165080899356319,0.8956396082930236
1600,0.2163102011713436,0.15084577789360792,0.21869639554820092,1.038035422345736,0.9856966207438491
1650,0.18083264685900258,0.2048624332214048,0.07050246675914232,0.996811057506797,1.0862203249735325
1700,0.1917142979364864,0.10740856397872961,0.19681437853841824,1.0658427366979322,1.0151186283346467
1750,0.12961323695639765,0.12119711946730041,0.11760503728645758,1.0663038501559372,1.0675246882225486
1800,0.1868065803189244,0.1340431194637762,0.21847680075524803,1.056983884952257,0.9936972648699576
1850,0.08312131091649876,0.148646095693902,0.022713931372685958,1.045900735695717,1.097087169362318
1900,0.12354286113107474,0.08666363597565477,0.09030442307571265,1.0789076207753878,1.0804443077381571
1950,0.28957654669382105,0.344665293145205,0.14835750625775296,0.8510804451262731,1.051563764794426
2000,0.22682270980667127,0.29753933579095165,0.09286521417254799,0.9104399013170743,1.0726546313025054
2050,0.25843731278741744,0.1520426384067565,0.19209040877740619,1.0342257401052732,0.9947065905783963
2100,0.15564083561194114,0.09537315952824046,0.14814428666019896,1.0785019052402751,1.051253387584366
2150,0.23188302341260403,0.19318297779988944,0.18487991117190955,0.9966775802526877,1.0108301280347427
2200,0.21785583912216105,0.12547297905324525,0.1847337877903128,1.0632588336339792,1.012239825153607
2250,0.12496778397097519,0.09374514835424316,0.08878278042516712,1.0794653022976952,1.0770928035093634
2300,0.11768890546679422,0.0817882278054543,0.1684823153743944,1.0839882557513953,1.0125477496395696
2350,0.2500632803813207,0.2257873537301848,0.1411083376499245,0.9521408075566529,1.0551729997093058
2400,0.15184130244521188,0.18824513520287348,0.10432651730405978,1.0225409030424746,1.0679684280776205
2450,0.08735727600272752,0.07663708621014906,0.07144262367850476,1.0847897119931336,1.08740754223002
2500,0.13923961142277752,0.2010024413320945,0.07168466368262497,1.0067107387736383,1.0859073167689934
2550,0.1316295387820658,0.14772993350296865,0.07660686362181687,1.0421322694322648,1.0834834209534654
2600,0.09440903072476381,0.0694083994635232,0.07075045138681274,1.0873287058259034,1.0851940137637623
2650,0.23566994754228107,0.16326758557227278,0.22342785460017306,1.0376456772042097,0.9912870989669522
2700,0.34965530588448485,0.3332048732556345,0.21498372212724418,0.8391525885229678,1.0003934486782402
2750,0.32046181120856354,0.1984511242070999,0.3419959982570949,1.01060667668648,0.851567920014088
2800,0.14728863237293802,0.08156174705236435,0.12348840873275087,1.0794339478641273,1.0600421562272495
2850,0.09811466161250393,0.08079100947166046,0.08925075901760388,1.0819352878059405,1.0803215154948327
2900,0.2343113276660687,0.1443772664834488,0.22685789295724307,1.0362461868411303,0.9464791114833707
2950,0.21505110099303507,0.1875894934877668,0.1419130227714217,0.9923538572202002,1.0454402623467947
3000,0.1617668790621309,0.17993816764653386,0.13345091303790818,1.0036730414252724,1.054786821722789
3050,0.20071297362787252,0.1356927746166791,0.22239998392332178,1.0532650765971012,0.9889064373389487
3100,0.18574122575977559,0.12067300473617665,0.19172261796187373,1.0618501639423537,1.0011283155399826
3150,0.25786004836508525,0.17405743546395222,0.287650562436464,1.0183291273103943,0.9251327617734734
3200,0.29381811555846443,0.33841601832189205,0.12948515667088645,0.8545437372584671,1.0472856594336686
3250,0.41230811456095395,0.33907849421359193,0.3777548292881482,0.7601648682881339,0.7592105814221096
3300,0.5101746961436584,0.363390552816896,0.5368218024940656,0.7318442217890048,0.45397202877755966
3350,0.1300142722709232,0.06507131669665925,0.1205756312826411,1.088527099468706,1.0608496521915103
3400,0.09404473083367024,0.11674956701512253,0.09217267729479238,1.0612389119071663,1.0758290263069894
3450,0.04316621372898561,0.007000181132243322,0.08523545603128072,1.0985016535188303,1.0788657086586617
3500,0.23006396055535647,0.15005231827800494,0.16807836440538645,1.037152348964799,1.028000667603035
3550,0.18152091865246886,0.1354000744671667,0.21384336555045486,1.0591077072373658,0.9678303765421397
3600,0.1599518286680867,0.19863339185087875,0.08975170597792193,1.002237031438305,1.0793534641553844
3650,0.13012735802887604,0.029879312188459822,0.16417518921020824,1.0964677509002065,1.0265394818185518
3700,0.33536789298789943,0.376802803665528,0.18405434353766292,0.7955346019192368,1.0233810997526658
3750,0.2784627054930311,0.16584204327250537,0.2051912425593413,1.0283104024971483,0.977942790154801
3800,0.09100219973732568,0.06366749685022541,0.08108897893341996,1.0896199394143473,1.0830437188790079
3850,0.03396699062811637,0.04931500970131816,0.008556143175241754,1.092988395096327,1.0984302818083456
3900,0.15116686960398099,0.13522687413413131,0.13542437246170647,1.0501920257071848,1.053261323053279
3950,0.12977002049278868,0.09891083662625542,0.11684746283203036,1.0728445548547474,1.0630677444345122
4000,0.24561648448462986,0.17719144667677414,0.2091745958525692,1.0132428137252472,1.0018068382344094
4050,0.18688033585514902,0.04946984575256469,0.22932910024657227,1.0924074041098955,0.9827789726157072
4100,0.14276373740898735,0.14620805702806966,0.06415540052248422,1.0330154395413913,1.086536563580858
4150,0.21981851501500982,0.2025339242840237,0.12243959343706938,1.011509459823014,1.05608375475543
4200,0.1985854776056138,0.1998150580143629,0.13688179942118664,1.0141449850813737,1.0585863549304892
4250,0.12102141803612704,0.11554773208826119,0.06704830501190817,1.0593465019072534,1.0866152367931754
4300,0.11419940007353988,0.08655845210463768,0.10922818715744952,1.076087057382961,1.0686675002763026
4350,0.12354368162545652,0.048585277336627986,0.16935840843081745,1.0933335453240085,1.0371626648562469
4400,0.18686438990472598,0.17650174110336259,0.09881357819571424,1.0133605281104079,1.0773778089942943
4450,0.16977534748601286,0.11549300085243196,0.17400735449677945,1.063157780271345,1.0262894104865392
4500,0.20996298684511067,0.19192241221608164,0.14854691089945526,0.9955536000181301,1.032856250998341
4550,0.1670119002458063,0.1373451748097433,0.11809025468449144,1.047360608152027,1.0683573942055755
4600,0.2461940686210064,0.1847917437502744,0.16787515502130462,1.0082025661172724,1.0261006758613975
4650,0.12769812222490556,0.13918932820571672,0.09155536428239566,1.0550561740866167,1.0786594523122048
4700,0.12273497488414728,0.11184058995647383,0.06621969752123072,1.0707464969834009,1.087187924773214
4750,0.15028527294080996,0.15388433685226754,0.06034318882901016,1.0437637806902649,1.0892495534403834
4800,0.21395496095453903,0.20289701106875857,0.10505253180994953,0.9867304804242936,1.0720845570038042
4850,0.23295808868467752,0.19012241172116137,0.2362968629634249,1.015774742397443,0.9802695470935832
4900,0.28194582276452074,0.21990157630176604,0.17904064974247963,0.9859428241593688,1.0175569884943934
4950,0.195761598034982,0.020399123489363236,0.2822624368425835,1.0974900832514864,0.9228412764039932
5000,0.22553985754285402,0.1701613958032823,0.22152056062781655,1.0315655966933996,0.9574596786140788
5050,0.2312914704828799,0.25098032678658067,0.17010453922638338,0.9652597699125106,1.0221543691039379
5100,0.07938299414594803,0.017075924966559908,0.1505661782761425,1.0979567682454219,1.0354542008784244
5150,0.09132151617004743,0.09466954754876465,0.04072441465812765,1.0731643048358208,1.0940969515429682
5200,0.09280623820080827,0.14298212750931621,0.058464808141185154,1.0436806785089308,1.0902900370789048
5250,0.10669434921011156,0.11928656771622514,0.05810399454784987,1.0635407552367209,1.0901589740609483
5300,0.19697120211644262,0.23445536078488333,0.1600754342182028,0.9459102094730334,1.0203581681333131
5350,0.20556012426085685,0.1639563055609827,0.20046884765631315,1.0293094314670292,1.011812790991956
5400,0.15700179731982533,0.1654990054877673,0.09466021722187154,1.0287091858759942,1.0781848785772576
5450,0.30150697371131585,0.2229621532711941,0.20051105972691663,0.9501301970863557,0.9917619670059026
5500,0.16567890113559264,0.0757015259357243,0.15942852262017201,1.0823059620358377,1.0327410923821772
5550,0.2293861933776759,0.25722077474870697,0.11952715911411503,0.9465600649736603,1.0606073838910874
5600,0.06917510844380814,0.07165191374201799,0.06148054640563122,1.0865708847624413,1.0878656425444482
5650,0.2164609490595241,0.17814457026031888,0.1559050737097131,1.0170096030664537,1.0430510311747305
5700,0.15930474595126143,0.11127238527053578,0.20755582650398777,1.0619592158154192,1.00474772413234
5750,0.20899930609538153,0.23636737901895538,0.10990602175524407,0.9723464248732413,1.0643966592989518
5800,0.1286562424170623,0.0752907582412497,0.13252241062963804,1.0851748032483668,1.0548133778174265
5850,0.14072213848191215,0.1677024905542692,0.1254669201705332,1.0232660023892908,1.0545164202473587
5900,0.15369625154719413,0.06804879186429916,0.15444478608975143,1.0876268781721234,1.0343330433421623
5950,0.19419372798435944,0.21181751383910372,0.044621985329249325,0.9533447321169998,1.0941485770346302
6000,0.0989202508615239,0.0730644588706432,0.09725624738547262,1.08598069410748,1.0781500476750763
