t,duality_gap,tv_to_ne_a,tv_to_ne_b,entropy_a,entropy_b
0,0.5366881808891227,0.4035725430398547,0.4520194472820033,0.7149528283981885,0.666646081505108
25,0.6317379282907132,0.6529761101233964,0.3090805598727475,0.08182741691513329,0.7820848049869643
50,0.7682959272117824,0.6543970172348754,0.6315378839720857,0.07216193125352018,0.16755845310775694
75,0.7840092611321966,0.6634717236009477,0.6335558775709131,0.023116443375086657,0.1501982689613784
100,0.7621691263664293,0.6196266240672559,0.6658558176466622,0.1925169672714389,0.0070295238301691255
125,0.702072386956275,0.5435991413083694,0.666602372900883,0.38066038871888297,0.0007259725378977625
150,0.7614116010034546,0.6183921280131748,0.6665739398378072,0.19460839400606045,0.000990680831930307
175,0.7990450354277172,0.6657734613195136,0.6660767993108583,0.007286264124725108,0.0051181693047904885
200,0.7713088612077946,0.6666603505203132,0.5950310718491876,8.492404459596612e-05,0.2584782526192644
225,0.7916753207172267,0.666656813985451,0.6562385226778633,0.00012737451576108342,0.05830726731651253
250,0.780009633407288,0.6167301097370688,0.6666650258178389,0.19862655820867134,2.4020258111519395e-05
275,0.7993758345674291,0.6658978819479634,0.6666381100699317,0.006318062802237818,0.00033047017735976443
300,0.6769088873766838,0.6666665514726562,0.5127828941950601,2.0354187868761444e-06,0.42975682945937765
325,0.7924395901166176,0.6477719361644041,0.6666663289622354,0.09375741816027675,5.489528015335187e-06
350,0.7999386430230604,0.666654724222241,0.666537699933869,0.00014847799588081967,0.0012887288887486472
375,0.7996686306789615,0.666663406303432,0.6662539405733596,4.4973319884647855e-05,0.003632160163045321
400,0.7892593585663956,0.6532398754859869,0.6666665704713728,0.0712328089293463,1.6732079466253303e-06
425,0.7096670634257688,0.6666666626078879,0.553745469141695,8.480252410671546e-08,0.35268342201416764
450,0.544415936679948,0.33332705004301455,0.6666666653828994,0.6540964525399777,2.839669701381265e-08
475,0.7009275786912088,0.6666666658454439,0.4189880501348513,1.8547225160551624e-08,0.5598009593399171
500,0.752353945057756,0.5475548179898695,0.666666666253095,0.36518947284865444,9.62416964649918e-09
525,0.7357554685046443,0.6666666664290588,0.5060584717917227,5.615090755549514e-09,0.44071414469698855
550,0.7126644483807653,0.4483288272833804,0.6666666664980015,0.5248099329696828,4.0565053137444296e-09
575,0.6679809464858184,0.6666666666055444,0.33662029337853916,1.5405321721790584e-09,0.6342284564276228
600,0.6112938769588262,0.43078310350134996,0.6666666666286483,0.5463115930759096,9.75559707821344e-10
625,0.7798009558696213,0.6666666664972039,0.6414177402729264,4.082917077252123e-09,0.11782058559079892
650,0.7979409991977742,0.6640928965879891,0.6666666651880098,0.01791673876594695,3.1788747583222845e-08
675,0.7999190894639575,0.6666666523473382,0.666565528248671,2.7351340666128067e-07,0.0010316541204015862
700,0.7999988464427451,0.6666654064993035,0.6666663028400956,1.8387893288345805e-05,5.7643932577366415e-06
725,0.7999883209709341,0.6666375081636071,0.6666666499054804,0.0003337068670721313,3.1714527282539624e-07
750,0.799123748497879,0.6666666665006831,0.6644760531199096,3.926522854456461e-09,0.01560278768371822
775,0.7253898422321132,0.4801414280110856,0.6666666666654654,0.4811474496149517,3.5006061434740744e-11
800,0.7913707065005698,0.666666666656997,0.6558800206578452,2.5848177332766747e-10,0.059586559795566055
825,0.7999859969145098,0.6666491641409837,0.6666666632677682,0.00020921891749613565,6.986134227503026e-08
850,0.7999991355070034,0.6666645692359277,0.6666666348890439,2.952356590730907e-05,5.805683261786489e-07
875,0.799538220130889,0.6666666666456886,0.6655122208049977,5.406614414248266e-10,0.008962658081528579
900,0.5409390216133987,0.3333332314817832,0.6666666666665669,0.6488895267381433,3.1512744065392407e-12
925,0.7999027432854686,0.6666666665974406,0.666545095125806,1.696845311762395e-09,0.001217549459865404
950,0.7999998543005075,0.6666666355496539,0.6666663647127926,5.690584673213301e-07,4.835824663675193e-06
975,0.7995286154991491,0.6654882068369644,0.666666666661569,0.009124784999583833,1.3826618276694417e-10
1000,0.7049211118705685,0.6666666666666085,0.547818046834904,1.8597218517986682e-12,0.3646249740423284
1025,0.7999955015922992,0.6666610437079912,0.6666666663935478,7.35988987857067e-05,6.2940303477759724e-09
1050,0.7999973885986632,0.6666601386975066,0.6666666664922025,8.44702064552605e-05,4.096706961688913e-09
1075,0.7303762491443533,0.6666666666666562,0.4926072978956646,3.5413898373278853e-13,0.46226498030861723
1100,0.7998768504204086,0.6665127295967146,0.6666666666588691,0.0015053365225677381,2.075980479994855e-10
1125,0.799999903388809,0.666666428255138,0.6666666651117609,3.874101283978588e-06,3.310097653225275e-08
1150,0.7907685491383858,0.666666666666654,0.6435880440313629,4.2877614256981225e-13,0.1097901455589817
1175,0.7997779630434765,0.6663891203094121,0.6666666666657713,0.0025504847507480067,2.5858431402000993e-11
1200,0.7999999456719491,0.6666665344487761,0.666666664868669,2.226469196549386e-06,3.801077830318481e-08
1225,0.7919940170627697,0.6666666666666522,0.6466517120785604,4.822580648329733e-13,0.09809735442473466
1250,0.7997454339221471,0.666348458893429,0.6666666666658998,0.0028806277978019935,2.224235737655236e-11
1275,0.7999999522040121,0.6666665513480743,0.6666666645838948,1.9576706859400945e-06,4.372419668579263e-08
1300,0.7930699780408901,0.6666666666666504,0.6493416142860352,5.395064046077694e-13,0.08743765358385837
1325,0.7997100054276896,0.6663041732610947,0.6666666666660038,0.003234288878705911,1.932439720186048e-11
1350,0.7999999576010692,0.6666665654405008,0.6666666642838041,1.7316335082664932e-06,4.970276083012484e-08
1375,0.7939296670548017,0.6666666666666484,0.6514908366393575,6.04059504022189e-13,0.0786172829819808
1400,0.799669187430645,0.6662531507520542,0.6666666666660865,0.0036350622406106075,1.6994694489302348e-11
1425,0.7999999623336944,0.6666665779346608,0.6666666639522584,1.5295940046603166e-06,5.6264286723281234e-08
1450,0.7946613139032722,0.6666666666666459,0.6533199536571404,6.844448972343622e-13,0.07086817216772769
1475,0.7996174333344779,0.6661884581199292,0.6666666666661563,0.004134226657670198,1.5020841547408268e-11
1500,0.7999999668191323,0.6666665899431039,0.6666666635545372,1.3337475701307027e-06,6.408225622784652e-08
